gene_symbol,tsne_1,tsne_2
PRDM6,23.157032,-9.64752
WNT8A,-17.065199,-26.020014
SPAG4,44.0043,-10.084874
NCKAP1,62.271683,-42.62612
MRPS35,89.71704,-22.156605
GUCY1B1,60.33728,12.914246
SFSWAP,109.2702,-17.922598
TNK2,78.64159,-38.451054
MON2,107.002464,-18.81475
CDH3,50.924095,-26.432537
ARSF,4.0492363,32.839104
GPBP1,112.56568,-32.509426
DGAT2,59.756866,-11.92549
ZNF112,43.139236,-30.461105
CS,111.02873,-46.361076
LTK,34.5859,-1.1249044
MRPS24,84.54528,-23.695755
ELMO2,83.03154,-34.93461
WAPL,112.48804,-32.96993
VMP1,112.659836,-41.21059
APPBP2,98.84352,-23.89315
POLD1,74.43611,-25.97934
SEZ6,52.363636,24.571726
EIF4B,103.9286,-53.5408
SLC6A16,51.91872,15.383451
BICRA,65.774925,-26.221777
SPHK2,61.54741,-20.900072
RPL18,105.04894,-53.229984
CA11,47.47687,-18.912918
ISOC2,69.26103,-21.377277
U2AF2,91.81118,-43.498158
EPN1,108.60803,-31.92209
MED29,92.68301,-19.598852
AHRR,57.088245,-3.6981049
GSC2,-17.042728,-26.123838
ZNF275,82.06732,-7.0183387
MTMR1,97.33385,-9.096256
GPC1,57.161144,-37.50657
ADCK1,62.949703,-8.729796
HAGH,99.96041,-17.535013
RNF4,91.02363,-38.926758
CASP8,101.268326,9.343146
LIMCH1,54.8493,-38.0739
INTS13,89.426056,-14.143576
TM7SF3,98.44819,-26.002182
DLX3,18.840382,-10.744896
SPA17,58.199726,-5.0122857
TSPAN32,63.934097,59.667957
CCN5,54.567287,19.895386
DMRT3,0.76384133,-25.610825
ST3GAL6,85.988335,18.565401
ATP2C2,28.467968,-16.599339
NGFR,36.81603,-24.427149
CDON,53.614704,-35.37004
TAF2,107.60722,-15.487399
HIPK2,114.01288,-34.354008
TNPO3,102.83488,-30.18589
BORCS8-MEF2B,40.5085,-7.5974836
RFXANK,73.956436,-21.819593
TMEM161A,72.66035,-17.165321
LPAR2,58.690315,-15.086327
CTSA,105.59656,-39.403046
SUGP2,109.16923,-32.54508
SLC12A2,101.86938,-14.749762
SNX24,55.896717,-31.926031
EYA2,23.19856,-19.551949
CNN2,104.50831,-39.21219
ABCA7,96.825134,15.96249
SNCAIP,34.373386,-31.177593
DDX20,83.694496,-5.9552064
BTBD1,106.24647,-22.765524
FAR2,81.17704,3.346882
BCAS1,51.050896,21.425104
POU1F1,-13.055754,11.615471
CHI3L2,60.00847,56.664085
SBNO2,70.66879,-34.625523
PMS1,90.90814,-5.6453867
HMG20B,86.85343,-35.444824
CALCRL,68.92482,25.923777
TAF11,103.730095,-14.763135
ANKS1A,76.87801,-35.25134
AP3D1,108.990425,-39.473606
ZNF76,71.699554,-30.042667
SLC9A3R2,58.084236,-31.948032
NTHL1,61.527073,-15.888144
UHRF1BP1,97.40422,-6.796692
GNAI3,102.933105,-44.52391
IPO5,105.19829,-46.289246
OAT,92.893425,-31.97709
WDR3,97.12002,-23.285475
PKN2,110.271645,-24.978338
WDR18,69.664536,-21.25153
TRAM2,85.92905,-36.41845
NTN1,42.750763,-28.593096
GLP2R,15.671063,-9.079335
MCM10,56.335804,-55.822197
DGKA,100.59076,4.2038937
ERBB3,53.894325,-26.934622
ROPN1,3.2641504,33.367504
ANKRD44,92.12722,16.862143
KARS1,101.71298,-45.70762
ADAT1,95.73255,-0.99538094
PDIA5,70.22158,-22.924322
TBC1D22B,67.19373,-22.596647
NDUFB4,90.13233,-24.160263
SPEN,117.513725,-31.949944
MYLK,94.24146,6.7019434
ZC3H15,103.266205,-36.51017
MAP2K4,98.45649,-23.571007
PACC1,72.04253,-12.005356
SNAP91,24.568802,-30.808445
SLK,116.76489,-26.32394
CYB5R4,100.93033,6.090489
COL17A1,27.861637,-15.114631
GSTO2,77.92279,12.776048
SEC61A2,73.768616,-4.5996284
PRKCQ,68.278435,58.58553
TLE2,50.87652,-22.522823
ASB1,79.42619,-30.82965
FAM107B,113.52112,-18.652323
ME1,56.262295,-32.64419
TBC1D1,109.63023,-22.28436
CDK13,114.10928,-28.731695
MTHFD2,99.56558,-43.880173
SLC9A7,91.53914,-1.9586829
FOXJ2,72.43082,-31.337622
YBX1,104.794075,-55.383537
PDE4A,65.435036,-17.514355
PPP2R5A,104.87788,-8.106197
CTNNA2,26.624702,-30.79402
ELAVL1,97.00117,-33.269108
TIE1,36.052418,-41.188942
DIP2B,108.06294,-23.892258
SMARCD1,90.094154,-36.157948
KDM4A,107.06017,-6.1592627
NFYC,93.1579,-18.47477
ZMYND12,26.913216,-4.245707
SLC9A3,54.461475,-16.08788
NGEF,32.315865,-18.64385
ASPM,58.65304,-55.649307
CD84,71.35814,56.92402
ELOVL1,85.77317,-34.662514
SPI1,64.860504,55.70535
POLR1H,53.597603,-9.008405
MPPED2,31.711472,-27.509844
CLDN18,30.947342,31.985855
ZBTB11,101.94901,-7.7674117
ATXN3,93.88043,2.231922
GOLGA5,100.0776,-10.571328
FGFR2,52.033787,-28.14554
LRRC40,75.89604,-9.735772
ISOC1,77.55144,-16.78689
EML1,51.10802,-35.10982
TRMT11,74.307304,-6.7916446
THUMPD1,109.54558,-27.024416
MSANTD3,83.092834,-9.40973
KIF26A,37.32747,-22.996706
ATG2B,102.70592,-6.397849
ARFGEF1,109.456795,-24.755432
ACSM2B,44.32759,30.111883
ZFAT,73.872986,-3.1694667
MTFR1,84.86351,-11.850027
STAG3,74.66972,8.807008
FECH,98.93292,-4.6915345
MYO9A,107.387,-13.855438
DDX3Y,62.13461,17.818005
PFKP,100.758286,-43.344788
IDI1,98.98411,-41.218185
SP100,102.28775,9.927823
KLF6,114.971085,-42.227745
PLPP1,56.89004,-26.240099
NEO1,58.714096,-36.95803
TRAM1,111.124985,-44.978508
PHKA1,49.08743,-29.837402
TNFRSF1A,88.965324,-41.58056
CACNB1,57.023697,-19.157587
EVI5,92.287415,0.061972845
STOML1,74.38122,-0.12954251
PKM,103.82343,-56.023727
DHX29,95.54663,-24.484598
DNTTIP2,99.29661,-43.03459
METTL22,80.359985,-6.4437685
TP53BP1,106.079094,-18.93829
TRO,42.090477,-26.631561
RRP15,88.515594,-15.349912
RHOA,103.31817,-53.78387
DHX8,108.65046,-23.048058
PMS2P4,81.91439,15.887268
PRKCZ,57.660538,-22.034065
ZFY,62.09911,17.775055
IARS2,99.97386,-40.532574
SYT1,41.05796,-25.620726
NAV3,47.318863,-37.88694
IDH3G,86.70338,-34.16751
ROGDI,67.85978,-25.925425
PDZD4,41.411587,-18.97425
ATP2B3,22.331135,-32.731647
ROCK1,114.13123,-32.478306
CBFB,105.08948,-21.907646
PDK3,108.95561,-13.287941
HYAL2,64.2912,-28.61285
HDAC4,102.999344,-2.5042021
RASSF1,71.74488,-28.144451
FGFR3,49.636646,-28.68502
IFI35,94.122284,21.637167
HEATR6,90.541695,-7.7675257
COASY,87.185905,-33.576042
PLEKHH3,56.59257,-34.600525
MEF2A,103.928955,-18.574478
OTUD5,84.1143,-39.015278
TFE3,76.79265,-38.632336
TBC1D25,69.48546,-24.64383
ACSL4,104.05481,-19.54685
INPP5A,70.58017,-25.34545
GPKOW,71.68299,-24.476862
GRIPAP1,111.460526,-16.268736
FTSJ1,83.59931,-25.498838
PRR11,58.91841,-51.91879
REEP1,40.11869,-24.189682
ATP11A,106.45977,-19.880535
POLR1A,102.18394,-26.532768
LAPTM4A,105.487625,-40.60803
TTC7A,103.29361,8.236556
IP6K2,103.76687,-31.924202
STON1-GTF2A1L,11.226238,-15.044732
SRBD1,83.958466,-5.550092
KIF2A,112.354416,-28.96213
RASGRP2,70.88064,56.203518
PSME4,111.7027,-34.158993
IFT80,90.7011,-4.9303846
SIRT2,80.851166,-10.247626
ERLEC1,106.660225,-27.576796
PPP2R5B,64.0403,-23.032728
PYGM,56.027695,10.409634
PAGE1,-17.11132,-42.959797
PITX1,51.9513,-29.690372
TRPC7,-5.540831,-27.134756
MAST4,92.86798,2.712701
ADGRF5,34.42137,-40.576996
SDK2,57.366325,16.715845
ADAM7,-27.777151,-53.328354
NUP133,98.73646,-24.570341
NUCKS1,107.61063,-49.740875
VPS35,110.33085,-40.656628
DNAJA2,104.13783,-34.50354
BCL3,94.579285,21.977892
KCNAB2,96.557365,17.258095
ABCC9,72.13577,23.699528
GAL,33.805225,-9.833861
CLEC2D,92.17102,17.902462
FUNDC1,69.19004,-10.099375
MAOB,39.20417,-26.407557
RORA,84.3049,7.0165606
DRD4,-2.9881444,11.401443
TGFBR3,83.53144,0.16199888
PLA2G10,1.4502715,-32.491554
HES2,26.496387,-14.214317
ATP1B3,101.09358,-36.0403
NEDD4,107.501114,-15.267392
PIGB,82.8585,7.223788
MAPK6,105.4462,-25.955488
GNB5,95.22735,-0.70581555
RAB27A,101.15536,9.318294
HDHD5,73.899895,-26.450449
UFD1,103.42819,-31.743702
LRP6,56.5799,-37.790527
GUCY2C,3.7541118,-35.380295
SCT,0.3325213,13.564467
PHRF1,51.542503,-12.180368
ELP1,99.705055,-25.300589
NUCB2,106.5184,-27.714916
PFN2,61.672325,-42.086094
PTPN3,52.94438,-28.776016
SPTB,60.721886,4.66246
DAPP1,71.219315,55.58899
FGF10,32.119576,32.86505
SLC44A1,97.98777,-29.72159
TMEM260,84.50456,-0.94902164
SMG6,76.94372,-35.081673
EXOC5,98.31801,-30.349697
CLTCL1,56.454567,-18.180935
FGF22,23.22315,10.234123
FSTL3,60.89344,-31.093246
DGCR2,87.05514,-39.65122
RNF126,82.02082,-28.950605
MNT,77.9803,-32.34931
ZXDC,71.761444,-31.529316
JMJD6,85.17751,-32.02836
POLB,85.27283,-11.984911
ST6GALNAC1,24.38827,-17.424036
WIPI1,86.489685,-6.681295
FRMPD1,47.6793,30.5359
GBA2,82.966194,-37.810272
NDST1,75.61104,-41.164207
ASNS,71.114494,-44.433678
AP3M2,84.28919,-4.952957
CNGB1,52.12591,39.629112
ST6GALNAC2,42.37675,-6.9351935
CHAT,1.5120744,-15.523661
PABPC1,104.83616,-56.352615
TESK2,60.543236,0.19233012
CFAP20,76.615135,-19.091751
CSNK2A2,101.15902,-23.689999
PTPN21,47.877728,-32.58923
EIF2B3,83.96132,-16.594044
CAMK2A,54.769913,24.458092
TCOF1,93.72278,-36.427704
CDC42,111.39125,-44.501495
OSBPL3,94.8118,-7.0922465
EPHA8,19.267363,-32.36435
SLC12A3,23.669561,59.810062
RAD18,76.93981,-10.272614
ATP2B1,113.09654,-33.063267
TRPM5,6.399962,12.625445
NCK2,103.71376,1.8425388
MAP4K4,104.07358,-46.393852
MGAT4A,93.08465,15.042862
RPL31,106.64585,-55.2122
WDR1,106.87894,-50.930088
SNX13,108.82404,-10.278302
MS4A12,0.26086047,-36.581818
ARHGAP10,82.73991,-1.1906149
RPS6KA2,63.670975,-32.39157
ING3,78.85792,-6.8919787
VASH1,61.876846,-27.75367
LMCD1,49.98757,-34.410244
BUD23,91.33829,-29.14445
SEL1L,115.82965,-36.7164
TRIP13,56.76872,-56.354115
ATP6AP1,90.27194,-42.29773
TCF3,92.24679,-36.034782
TRIB2,82.22581,4.39938
DAZAP1,94.06047,-43.1675
MBD3,91.8744,-36.877014
PRLH,-17.726923,-81.87636
HLTF,99.482445,-12.276964
FAM50A,89.98394,-31.446362
FAM3A,81.62733,-27.025553
CPSF1,74.04183,-34.93254
MYO3B,53.679886,31.238579
CYBRD1,58.90639,-43.816704
CDH19,29.62911,41.261074
PDCD2,98.13238,-16.63143
SLC6A15,41.616795,-23.418068
RDH11,103.00751,-35.82741
PRKACA,79.84504,-34.233635
ADGRL1,60.724003,-29.844809
SPP2,34.25598,33.79053
ACTN1,110.04017,-41.53493
ZFYVE26,101.94625,-4.7644477
RPS6KA6,62.01449,13.739166
EPN2,60.799503,-36.48018
PTPN18,103.09449,7.579798
LIMS2,45.324814,-18.719976
ASIC4,49.844208,26.275938
SPEG,45.352444,-26.1074
LNX1,49.225483,-22.61655
ALDH3A2,99.875175,-24.319353
TFRC,110.404465,-46.65292
SREBF1,87.50367,-38.44374
TRPC5,33.431664,42.127728
AFF4,112.43505,-35.944263
UBE2D1,82.72193,-10.5359
PALS1,101.941475,-14.820057
RHOBTB1,56.958088,-31.719378
SMC1A,105.23628,-44.32662
HSD17B10,85.690186,-24.285404
MARK2,83.13482,-39.946808
HMMR,56.864883,-56.13915
CHFR,100.393486,1.9034066
TRHDE,52.314785,27.80975
P4HA2,59.36887,-40.585575
FCGR2B,64.69079,55.245125
NFATC3,107.126144,-6.570212
TRNT1,111.01892,-3.604933
ACADVL,100.6518,-48.201836
STK10,104.4825,7.309279
FBXW11,105.33892,-24.826641
ACAP1,70.64236,54.640182
CRMP1,42.9309,-27.026775
EVC,49.186634,-36.889
DERL2,91.98822,-17.933027
SIDT1,68.21331,55.917557
NDE1,89.81643,3.1411817
IRAG1,59.47755,14.541722
TMEM38A,56.672585,-3.0026126
AP1M1,110.67888,-19.934906
PVR,62.06242,-44.18093
XRCC1,72.97082,-30.098738
SCARB1,96.9261,-24.027473
CYP2W1,18.98516,-1.2586521
MCM2,70.75813,-37.367916
MOV10L1,28.485237,32.218376
PANX2,48.04403,-13.525571
SELENOO,66.22053,-24.112053
TP63,25.148703,-13.690707
ALPK1,93.37152,17.334944
LLGL2,62.943417,-28.924965
PDE8A,95.52811,-6.266772
CLCN4,61.41582,5.3541436
NLE1,71.56828,-16.458193
SDHA,108.47128,-38.3561
SMARCE1,110.486435,-39.988735
FNDC8,-0.8396665,-1.1668711
GSDMB,73.98854,7.2077165
KDM5A,116.71115,-30.501465
ADAM11,35.846195,-22.88153
PPP2R3A,54.89937,-35.914043
FERMT2,56.563236,-39.745277
ABCB11,35.95889,32.467594
DHRS9,62.34928,51.545082
CD5L,10.242654,-36.068256
PTGS2,69.23728,48.337063
IGF2BP2,89.897316,-2.6610918
MAP3K13,92.09839,7.3731647
ST6GAL1,102.97757,2.5682874
TBX21,58.162212,63.652103
VDAC1P1,-9.187183,-82.857155
FRY,86.304756,7.279622
PICALM,113.19982,-36.651344
NSF,78.588425,-9.509832
GLI2,39.09182,-32.38353
CLASP1,107.93594,-23.601923
MRPS34,87.919235,-27.764359
NOTCH3,56.903027,-37.62008
CLNS1A,101.83966,-34.64042
PPP2R2C,36.143864,-21.822172
TEAD2,47.14799,-28.251345
EED,86.6814,-12.311874
CDHR2,36.7425,-12.085635
SNCB,23.070702,-30.202208
TSG101,96.99584,-25.77223
NCBP3,108.939514,-17.714933
ATP2A3,96.29699,18.181038
CA12,51.262302,-30.423042
MGLL,101.02857,-16.51745
NTN4,47.497723,-32.532368
BCS1L,69.67267,-18.999483
NUAK1,47.64765,-32.908802
DPP8,107.495804,-20.488571
SLC24A1,76.4528,-0.07764928
ZNF532,62.958313,-42.916096
SCARF1,65.483315,49.610924
LMAN1,107.62866,-41.052635
HACD3,99.99218,-38.71047
IPCEF1,68.5285,57.886326
ZZEF1,109.81476,-23.36817
NOX3,-26.535887,-60.297676
ENO1,103.99648,-56.451347
SLC12A1,23.412115,38.382294
MYDGF,84.068726,-24.127705
ANO8,59.05209,-21.998585
TUBE1,77.8435,4.126214
ARHGEF10L,58.798035,-28.239855
TXK,67.06825,57.87042
WSCD2,23.749502,-34.50413
KCNQ2,23.831343,-30.24107
TACR2,42.6549,34.032234
ACTR6,80.13972,-13.040106
TIPIN,57.86035,-53.50501
SRI,92.374954,-27.47628
EIF4G3,110.11565,-33.25135
NUP37,78.52463,-14.407335
SEMA3A,44.399704,-32.687325
GTSE1,56.614166,-55.49948
SEMA3C,61.138264,-35.435066
TTC38,75.54659,-23.239702
ACAT1,96.92967,-24.544687
GRAMD4,69.58342,-30.510786
CELSR1,59.337616,-31.19806
WNT8B,9.633501,9.763322
ZNF638,113.81311,-35.43012
SLC25A40,83.396835,-5.5942616
TIMM21,83.96514,-16.504162
ADD2,66.383644,26.906427
FGF4,-14.641857,-30.219698
RASAL2,60.77997,-39.85535
VPS9D1,63.707336,-23.5488
ZNF37A,95.586334,2.5134044
MARK3,111.177605,-31.152649
SLC25A3,106.406235,-50.894882
FNDC3B,109.1956,-29.087923
FOSL2,116.46607,-18.151901
CACNG5,53.096222,25.310425
CACNG4,26.885853,-35.306335
FRYL,112.49834,-24.913168
TMEM131,107.59197,-23.270706
FSCN1,67.71768,-40.39666
ACTB,104.58304,-57.70908
MOCOS,52.05951,-29.830288
PLD1,81.14028,1.8376933
ATP12A,9.603183,-40.75137
WDR62,59.08574,-52.659138
DLG1,110.32467,-29.14997
RAB7A,112.27208,-42.21889
BCAP29,86.6298,-9.167616
SEC31B,74.28158,8.684182
SART3,104.81035,-23.302776
ARHGAP15,71.04863,57.949043
TUBA3D,32.12631,0.19659063
PAX2,-5.3100786,-14.32697
EXOSC7,83.17564,-15.311602
KIFAP3,88.89115,-5.398884
MKRN2,96.70862,-8.345491
MCM6,96.640366,-22.195612
REXO2,91.366425,-16.296309
RBM7,93.42116,-13.2456255
RBMS2,60.54573,-43.76892
BAZ2A,110.430374,-37.940323
PTPN23,76.73279,-37.586407
MLH1,102.25371,-12.053124
UNG,79.9236,-25.85213
FMO4,52.094353,-2.9336867
KLHL20,85.33221,-7.3463154
RGS11,32.20779,-31.471394
SLC46A1,72.66429,-14.9010725
PLXNA2,58.79796,-35.44661
SPAG5,59.31499,-56.099426
ANKRD13A,113.49134,-21.043804
TPD52,95.20315,-18.188759
ACACB,83.29896,2.6497366
TRAF4,77.53443,-28.890114
PAG1,92.0011,16.519438
GPATCH1,77.45756,-4.6498203
ICAM3,96.86527,19.510038
NT5C2,108.45001,-24.153757
MCAM,53.360195,-38.1807
GPC4,46.813744,-29.996138
MBNL3,81.60831,3.7543476
CAMSAP3,50.237656,-28.164873
RAP1GAP,48.61141,-17.84747
XAB2,72.15928,-37.24488
ARHGEF1,86.80452,-42.912598
STXBP2,98.4734,17.152245
MAP2K7,79.64045,-33.797405
NMRK2,6.7658544,-18.650368
DGKD,104.79902,2.3482053
CTTNBP2,35.207787,-30.57302
ACTL6B,18.95383,-34.715874
RARB,63.098892,13.281504
TOP2B,112.97803,-37.906242
TM9SF3,111.23624,-45.395515
NFKB2,81.48208,-33.926468
UBE2T,56.513077,-55.226498
PPP1R12B,99.216354,0.28684264
DNAJC10,110.85852,-39.7109
GTF3C1,92.19971,-43.716156
IL4R,101.38306,14.217445
USP33,110.210236,-26.450188
PAK3,38.44855,-28.19503
CAPN6,19.260265,-24.26801
DCX,26.387571,-31.011692
SNRPA,87.363625,-33.38942
SPAG6,5.328852,-26.46527
EXOSC5,71.00844,-13.171694
DYNC1I2,105.26396,-35.763165
APBB1IP,72.148094,57.431156
LRCH4,79.2718,-39.025185
FAM76B,86.38702,-3.941733
SIRT6,61.774426,-18.013336
TYR,3.6719954,32.87831
POLD3,91.88685,-8.473507
ACTN2,55.24015,21.5325
CAPZB,112.40565,-42.097073
GPR137B,72.22297,-4.735681
NAALAD2,35.77131,-19.03734
JADE1,108.56888,-3.4394033
SLC25A43,67.75308,-6.0493155
UBE2A,95.12033,-25.068577
FGFR1,63.266693,-43.030056
FKBP6,39.528748,30.864359
SMC1B,26.962557,24.50467
FBLN1,56.197716,-38.442467
ITGA8,34.986618,-38.342003
CST7,65.37757,59.697544
MAP2,44.031414,-27.590082
PIAS2,94.52318,2.1285844
AMPH,37.071167,-26.166054
ARAF,83.23954,-34.803207
MCCC1,89.81197,-7.053961
LAMP3,59.153667,7.0096807
FAP,36.43563,-36.32503
NEBL,52.026398,-28.21541
ACER3,107.66926,-13.022072
UBE2K,99.83445,-42.00691
PIK3C3,108.989784,-10.628454
N4BP2,95.83556,0.45009583
TIGAR,88.97508,9.335217
TULP3,61.948334,-33.0702
SYNJ2,102.32047,-15.534584
ADCY2,54.795048,24.069323
PPP2R5C,112.599014,-40.540356
PMS2P1,91.22903,7.28205
RBFOX1,54.894,24.473812
GNB1,104.143585,-48.629208
HOXA9,21.066078,-8.4134035
EDN1,42.969643,-34.972275
MLLT10,97.48756,-6.7401085
ZCWPW1,60.32097,-1.1369387
ADCYAP1R1,26.937674,-32.005424
FGF20,0.026382545,-24.961748
P2RY10,67.89947,57.84015
ITM2A,68.474464,58.578682
NRDC,111.472084,-40.76629
VDAC3,102.50712,-38.214645
PCM1,114.19524,-37.495686
TNRC6C,92.82141,2.9160209
CBFA2T2,98.32812,-1.1690842
BRINP1,27.48424,-33.48331
ITCH,110.343956,-26.918283
PKD2L2,45.20487,46.700775
TP53INP2,67.148384,-28.883535
SDF4,92.665535,-42.380947
MYH7B,65.841835,13.7443905
BPIFB2,-27.475082,-20.745138
TP73,30.771511,-11.125955
TOLLIP,82.33398,-32.33799
UBE2D4,87.18993,1.9706942
CLUL1,20.541534,-5.745057
RUNX1T1,36.244072,-31.089367
CDH17,36.158607,30.598417
THOC1,92.22505,-5.9731975
FKBP7,49.534863,-35.69934
OSBPL6,51.12946,-34.93197
SLC1A3,65.42014,6.0180774
XRCC5,103.18874,-49.570583
LXN,61.36812,6.852242
SP140,68.7013,56.84903
MKNK1,100.384,6.6385365
TNS1,58.586594,-43.802193
REXO1,71.627365,-35.610497
SAR1A,107.92334,-36.94049
CDC14A,75.26171,7.223377
RAPGEF3,50.39012,-21.821983
CEACAM1,62.14324,16.045498
SENP1,92.031815,-8.078732
DUSP13,6.083339,-17.85885
CIC,76.971954,-38.97556
LIPE,51.796562,-16.576221
FDFT1,94.20915,-20.454798
PAFAH1B3,67.15387,-14.760202
OPHN1,95.06036,4.1928654
AFM,10.699729,-34.201164
KIF22,90.45819,-34.025146
SCGN,9.225405,-33.32229
CARMIL1,58.39239,-34.375904
PGM1,87.08239,-31.61001
DDX1,103.78744,-37.084576
DNM2,110.113754,-38.167694
EPB41L2,101.357544,-23.824871
RIMS1,30.522202,-28.965326
MOXD1,39.09838,-34.069614
STX7,111.96972,-22.20877
RABL2B,87.81788,8.822608
KEAP1,87.21991,-32.563374
DDX43,36.690887,48.425285
PTPRH,35.311836,-11.802478
DCT,6.957117,-23.221357
SLC35C2,83.55307,-31.709078
CRYBG3,82.842316,-0.1491007
EPHA6,53.953228,26.020931
SCTR,13.145344,-20.555738
RFX3,82.79629,3.5043864
RIF1,113.223885,-31.633635
RAB21,116.518,-24.68126
SLC4A4,40.139748,-26.924208
SMARCA2,114.284966,-22.60442
RDH8,-5.228188,-5.0713286
SESN1,86.713974,-1.5075917
MID2,51.217594,-21.75919
DNAAF6,3.8063972,-28.267717
COL5A3,37.539085,-38.540676
SRCAP,84.454025,-42.033157
PUM3,89.500824,-20.475521
CPB2,44.094463,30.11189
CHRNA3,25.194952,-28.062042
KCNN2,28.903526,-30.768131
CNOT4,97.108025,-3.6381364
PSEN1,116.17482,-27.045763
CPOX,75.75654,-11.190351
CLDND1,102.610405,-28.18052
MOK,69.78343,1.2102681
HSP90AA1,103.77428,-56.58577
RBL1,80.20177,-2.142727
DLGAP4,84.63176,-38.079292
IGSF9B,41.621693,-18.56579
CFHR2,34.993435,33.289284
CROCCP3,69.502426,13.96155
NDC80,58.471493,-54.003796
AP4E1,84.94865,-3.258054
RSBN1,96.54463,-4.2683764
MAGI3,59.14713,-36.374676
CXCL2,39.72184,19.321781
AFP,9.0293,-29.919035
COL4A4,57.491837,19.575853
TCF7,87.62169,6.381865
OSTM1,104.12879,-11.582438
CDH7,51.71536,25.91688
IMPG2,43.919586,21.267376
PCNP,106.80498,-40.172115
EXD2,75.71684,-7.284391
ARG2,68.72277,-9.06241
MEF2C,86.33704,19.522543
PTPRC,72.516655,57.864227
CACNA1S,5.069537,-20.237064
PKP1,19.644152,-16.479471
UBA5,99.76265,-15.030246
STK17B,102.447945,9.740696
CDC14B,61.43852,-36.531418
ZNF510,82.49152,-1.9872301
LRP2,53.89168,23.756832
ZNF506,93.446594,4.456918
JMJD4,73.406555,-17.623867
DUSP12,74.946915,-13.881534
AACS,95.60065,-1.8887216
DELE1,83.40295,-32.05013
SLC13A1,9.962241,65.67322
CADPS2,46.9053,-31.60194
PCDHB4,31.20766,-33.032394
PCDHA6,27.020334,-35.255413
PCDHGA2,32.373646,-32.990826
HSPB11,80.50871,-13.839356
PHLPP1,88.71243,-1.1464444
ATP8B1,58.80842,-34.001923
IL12RB2,64.290405,25.499372
SMARCD3,65.254265,-27.237638
WDR70,91.4645,-7.386959
FYB1,72.05266,57.699963
MPP4,48.557503,33.735912
STRADB,83.82742,-4.555441
BZW1,103.24437,-48.517628
PGR,14.063241,-18.001373
C1QTNF3,54.814423,16.258501
ME2,115.243576,-26.133438
C5ORF22,87.44622,-9.334387
CCNT2,105.08998,-17.72175
FAM135A,82.78788,-0.41906866
COL19A1,56.913754,47.712208
EPB41L3,85.05108,18.980774
COBLL1,58.517197,-34.544373
DLG3,62.01413,-32.028458
KCNK2,32.148197,-33.119564
SERTAD4,34.70421,-27.08389
TRAF5,88.16008,6.3894773
MRPL22,84.57229,-17.772028
GEMIN5,88.33387,-12.775148
OPRK1,31.447351,52.64438
NFE2L1,108.83495,-40.33176
SEMA5B,53.669205,23.831274
GSK3B,116.505516,-26.336962
ITGB5,61.188198,-41.99531
ERC1,107.35244,-17.16287
XPO1,110.54728,-47.01229
LINC01587,-7.652586,-9.348305
RNF13,105.51042,-8.740483
TRPM3,30.77562,-28.387957
PALB2,76.091,-9.08192
DOP1A,84.76988,-1.4838594
LYRM2,95.86118,-16.511719
BCKDHB,75.578285,-6.225909
KAT6A,116.71773,-30.739412
TUT7,113.87835,-17.067045
ULK2,82.206085,1.7219061
GRHL2,27.624756,-17.230936
TNPO1,110.01327,-46.32525
PLOD1,92.99335,-40.77142
P2RX5,71.56769,45.20835
ITGAE,80.39251,-12.322589
DIS3,108.54439,-26.436886
PIBF1,81.1104,-1.471652
TDRD3,83.12163,-0.78870285
ENSG00000083622,-37.83793,-16.523848
NUFIP1,70.96457,-8.300613
PDS5B,109.25541,-14.802554
OXCT1,90.1989,-12.638646
RRAGB,68.49196,-5.737404
EPYC,-19.59952,-51.85729
CYLD,114.12676,-21.751558
SLC27A5,76.67203,12.382038
ZNF324,74.67391,-4.230616
ZNF671,67.95188,9.536435
ZNF416,54.37112,-5.8405476
ZNF586,83.03874,7.243561
ZNF446,58.046375,-17.012516
ZNF264,96.40702,4.160081
RPS5,104.0037,-53.147213
FAT1,56.71529,-40.800747
YTHDC1,110.16696,-15.804874
CHMP2B,95.44625,-24.64876
SMAP2,105.96458,4.6148868
PPIE,93.831184,-22.542614
ZMPSTE24,103.12769,-26.083738
STARD7,107.12379,-41.73352
NOA1,74.361336,-27.82115
REST,111.25592,-24.337902
HAL,61.18712,51.382248
SSH1,109.45848,-20.455065
GSTP1,103.10842,-42.60484
APLP2,106.968925,-50.40766
FAM234B,68.598724,-2.6985128
SLCO1A2,50.64917,25.88064
WBP11,101.24339,-34.247765
EIF3I,110.97788,-46.113384
NKAIN1,22.31963,-28.463524
COL16A1,46.85908,-33.288353
TXLNA,100.48533,-43.102352
APOB,13.19876,-30.82623
NCOA1,111.31249,-13.764993
AGBL5,91.05033,-15.046085
EFR3B,64.6578,6.912142
KIF3C,65.35333,-28.229282
RAB10,109.2055,-41.578842
GCKR,36.946915,32.76281
HADHA,103.806435,-47.29084
MAPRE3,58.49926,-26.265373
CAD,92.09729,-35.218212
CD59,111.856544,-45.753674
CD82,99.9988,9.413911
BCORL1,66.41207,-26.950512
ATRX,115.630516,-33.83617
AK6,62.55812,-6.1029425
FCN1,66.68443,52.62631
MYNN,85.19771,-7.9770784
MECOM,50.934017,-33.73243
SCAMP1,100.66095,-14.643801
PREP,98.14614,-9.44195
HACE1,80.88815,-0.8375928
SEH1L,91.58355,-20.87533
WDR47,83.502106,-2.2816021
WDFY1,106.01399,-24.644106
OVGP1,41.3848,-9.015866
